0.0,115.18601,137.21089,135.46626,130.72292,101.96276,143.67017,137.90402,112.97272,114.9174,109.08455,-1.0,133.94507,108.18134,-1.0,119.522125,125.40833,130.0291,143.1333
0.0,35.749687,66.025345,83.52127,137.46739,180.69754,79.60727,132.86359,178.29088,164.70807,248.44995,-1.0,162.6911,242.1978,-1.0,30.763908,30.098122,38.87069,37.010017
0.0,117.418465,115.57797,82.4188,66.18574,69.01662,146.46022,159.30733,166.63373,90.05313,102.5005,-1.0,141.27957,140.9428,-1.0,110.46208,123.34322,101.02175,131.5693
0.0,34.050613,64.83771,81.10249,138.74614,186.68387,81.85513,140.65834,190.74274,168.86859,255.65211,-1.0,169.31357,252.94049,-1.0,27.897697,27.604736,34.905632,34.0652
0.0,119.816505,113.46102,89.54949,82.987335,105.40761,134.01239,142.9495,162.42874,101.95196,-1.0,-1.0,142.5032,161.84767,-1.0,110.32143,122.36819,98.21569,126.754074
0.0,38.61886,68.05525,87.35645,145.05283,191.05869,80.59661,135.57549,188.00705,174.08777,-1.0,-1.0,170.49345,254.13506,-1.0,33.242264,31.024582,40.59427,35.500694
0.0,80.93042,80.862,51.046364,39.729355,59.257187,109.27505,127.296936,142.20836,63.48111,84.28113,-1.0,108.557915,116.26184,-1.0,74.28702,86.48977,66.63774,95.35881
0.0,43.04904,67.035736,82.85959,137.98814,177.10425,82.05186,136.95575,180.92543,168.6235,254.57547,-1.0,165.49225,250.11708,-1.0,35.903908,34.890602,39.067024,36.750633
0.0,119.74309,118.291245,84.89493,67.585434,68.2508,149.63316,163.27437,169.30524,91.79687,102.59975,-1.0,143.36694,142.4256,-1.0,112.98518,125.89096,103.70917,134.28738
0.0,33.97709,63.999023,79.910194,137.3872,184.82306,81.18177,139.89536,189.6427,167.97559,254.43272,-1.0,168.12833,252.07538,-1.0,27.502983,27.354698,33.9087,33.37535
0.0,119.857285,114.3642,88.09446,79.69526,99.86828,137.70059,149.09381,167.78116,99.62709,-1.0,-1.0,142.69763,158.7004,-1.0,110.985374,123.06533,99.51132,128.08842
0.0,38.988495,69.21216,87.01677,143.67856,188.82904,83.18121,138.86255,189.29315,172.32745,-1.0,-1.0,170.43025,250.89954,-1.0,33.746758,32.15609,41.467117,37.81584
0.0,88.3481,65.08829,86.72206,118.21681,146.8509,44.15806,49.129784,85.00633,91.58814,117.5222,-1.0,60.660263,94.410286,-1.0,82.83692,78.00031,69.504654,58.215416
0.0,31.53025,62.984985,77.55305,130.21703,167.83636,80.704605,130.2998,150.12202,168.37659,254.35986,-1.0,169.83899,251.7472,-1.0,25.207886,25.068657,31.875076,31.508049
0.0,107.490746,133.92256,145.5123,147.07306,115.69599,128.11339,115.64644,87.280334,119.36669,109.86231,-1.0,123.86992,98.24955,-1.0,113.24165,116.05639,128.19826,133.93607
0.0,41.058563,67.578156,83.76906,135.41054,174.35637,81.50723,134.06131,176.13202,164.14441,247.1856,-1.0,164.69635,242.8276,-1.0,34.903793,34.233223,40.2893,38.506134
